,avg_salary,company,rating,job title,location,job description,company_type,company_sector,company_industry,age,title,python,spark,Machine Learning,phd,master,min_salary,max_salary
33,67.5,HURRYMAN,4.8,Consultant Senior / Manager : Data Analyst (H/F),Paris,"Œuvrant parmi les acteurs les plus prestigieux du monde du Conseil en France et à l’international depuis plus de quinze ans, la société est devenue lun des leaders dans l’accompagnement à la transformation technologique des grandes entreprises.


Afin daccompagner et soutenir sa croissance, lentreprise souhaite développer ses équipes internes et recruter un Consultant Senior / Manager : Data Analyst (H/F)


Le Poste :


Intégré(e) à une équipe composée de consultants expérimentés (vingtaine de personnes), et spécialisée sur les sujets liés à la Data Analytics, vous interviendrez de façon opérationnelle sur des projets de transformation de grande envergure.























Ingénieur de formation, vous avez minimum 5 à 6 ans d’expériences sur un poste similaire et une expérience significative au sein de sociétés de conseil. Vous appréciez travailler dans des contextes variées, et être force de proposition. Bon(ne) communicant(e), vous avez un niveau d'anglais conversationnel.",Company - Private,Human Resources & Staffing,Staffing & Subcontracting,8,Senior,0,0,0,0,0,60,75
34,67.5,Le Groupe La Poste,3.6,Data Analyst chargé d'études stratégiques,Paris,"La Poste Groupe change, nos métiers évoluent.
Etre toujours au plus près des Français, développer la confiance dans le numérique et être acteur de la transformation écologique, c'est aussi le sens de notre métier.
Chaque jour, sur l'ensemble du territoire, nos 250 000 collaborateurs imaginent les services de demain.
Rejoindre La Poste Groupe, c'est rejoindre une entreprise responsable !
Vous aussi, engagez-vous à nos côtés pour donner du sens à votre métier.

Assister l’équipe de coordination stratégique pour la réalisation d'études, sur 3 sujets principaux : 1) Travaux d'analyse et de prévision d’activité des points de contact du Réseau : - Appropriation de l’utilisation du Système d’Information dédié- Réalisation de requêtes, extraction des données et analyse- Exploitation de l’outil de prévision informatique et production de scénarios d’activité pluriannuels- Mise en forme des résultats et réalisationde supports de présentation (notes, rapports, diaporamas PPT)2) Performance commerciale du réseau commercial : - Appropriation des Systèmes d’Information exploitables et desdonnées disponibles- Réalisation seul ou en collaboration, d’études d’évaluation deperformance des activités commerciales (collecte des données, analyse et production de supports)3) Etudes ponctuelles thématiques de type benchmarks : - Recherche documentaire on-line/off-line- Analyse des données et rédaction de supports de présentation (notes, rapports).

Bac+4 ou +5Analyse et synthèse, expression écrite et orale, business design, maîtrise de l'anglais, pack office (EXCEL notamment).

Bac+4 ou +5Analyse et synthèse, expression écrite et orale, business design, maîtrise de l'anglais, pack office (EXCEL notamment).Rigueur, curiosité, créativité.",Company - Private,Financial Services,Banking & Lending,32,junior,0,0,0,0,0,60,75
35,67.5,Le Groupe La Poste,3.6,Data Analyste,Saint-Denis,"La Poste Groupe change, nos métiers évoluent.
Etre toujours au plus près des Français, développer la confiance dans le numérique et être acteur de la transformation écologique, c'est aussi le sens de notre métier.
Chaque jour, sur l'ensemble du territoire, nos 250 000 collaborateurs imaginent les services de demain.
Rejoindre La Poste Groupe, c'est rejoindre une entreprise responsable !
Vous aussi, engagez-vous à nos côtés pour donner du sens à votre métier.

Analyser les données statistiques : Créer des outils de nettoyage de données, réaliser des statistiques descriptivesAnalyser les anomalies et faire le lien avec les experts de la supply chain et des SI pour les corriger à la sourceÊtre le garant de la qualité des données et de leur cohérenceÉlaborer des critères de segmentation afin d’affiner les analysesProduire et présenter les reportings mensuelsContribuer au développement numérique : Être force proposition pour faire évoluer les outils existants, les données source et l’automatisation des processMettre en œuvre un panel d’outils de collecte et d’analyse de donnéesMettre en œuvre les outils tel que Excel niveau avancé, PowerBI et PowerQueryAnimation fonctionnelle : Communique aux équipes de la Direction des Opérations Internationales toutes les informations nécessaires au pilotage de la supply chain exportParticipe aux réunions d’équipe et ateliers concernant le pilotage du transportForme l’équipe à l’utilisation des outils de reporting pour la continuité de serviceAmélioration continue : Anime et/ou participe aux résolutions de problème en boucle courteParticipe aux groupes de travail pour améliorer les process et le pilotageContribue au pilotage et au suivi des indicateurs transportCollabore avec l’équipe pour assurer la QS transport international",Company - Private,Financial Services,Banking & Lending,32,junior,0,0,0,0,0,60,75
36,67.5,Numberly,4.1,Data Scientist,Paris,"Company Description

Numberly puts technology to work for brands and is at the heart of business growth and consumers' desire for more responsible and relevant marketing: we help our clients better understand their consumers by building systems to collect, analyse and activate data.
To do this, we are over 500 talents divided into autonomous teams.
We aspire to have everyone develop a positive influence, be proactive, and challenge our technical and organisational choices.

Job Description

We are looking for a data scientist to work on innovative projects in the field of digital marketing.",Company - Public,Media & Communication,Advertising & Public Relations,23,junior,0,0,0,0,0,60,75
37,67.5,FED IT,4.0,Analyste Données - PowerBI (H/F),Guyancourt,"Fed IT, cabinet entièrement dédié aux recrutements sur les métiers de l’IT, recherche pour un Société de 300 personnes, un ou une : Analyste Données - PowerBI (H/F)
Votre fonction
Dans le cadre d'une création de poste, vous êtes rattaché.e au Responsable du Pôle Data. et répondez à des enjeux majeurs :
Technique : Sécuriser la plateforme data (administration fonctionnelle + support aux utilisateurs). Administration technique assurée par la DSI, l'alimentation de la plateforme assurée par la DSI, développer/recetter les flux de données, construire les rapports dataviz, et mettre en production / industrialiser les cas d'usages (assurée par la DSI).
Métier / gestion du changement : Etre au service des métiers (Pilotage et suivi de la FDR, accompagnement projets, formation, support fonctionnel, ...). Produire des Analyse des données pour les métiers, COMEX et élus.
- Construire la connaissance fonctionnelle autour des données (Alimenter le dictionnaire des données).-",Company - Private,Human Resources & Staffing,HR Consulting,13,junior,0,0,0,0,0,60,75
38,67.5,Sightengine,-1.0,"Computer Vision ML, Data scientist",Télétravail,"Remote
RESPONSIBILITIES
Architect, design and implement solutions to process and understand Images and Videos
Supervise model training, model updates and continuous improvement strategies
Stay at the forefront of advances in Computer Vision
REQUIREMENTS
you have experience running research experiments and are familiar with Tensorflow, PyTorch or equivalents
you have a degree or experience related to Computer Science, Machine Learning and/or Image Processing",Company - Private,-1,-1,-1,junior,0,0,0,0,0,60,75
39,67.5,FED Finance,4.0,DATA ANALYST (études stratégiques) H/F,Paris,"Fed finance cabinet de recrutement spécialisé recherche pour une banque française un : DATA ANALYST (études stratégiques) H/F
Votre fonction
Rattaché au Responsable de l'équipe, vos principales missions seront les suivantes :
Appuyer le responsable dans les différentes phases d’une étude stratégique, du cadrage à la phase quantitative (analyses de données, benchmark) et qualitative (entretiens);
Participer à la préparation et l’animation des instances de pilotage du projet, associant des partenaires internes et externe;
Participer à la rédaction des livrables finaux...
Votre profil",Company - Private,Human Resources & Staffing,HR Consulting,13,junior,0,0,0,0,0,60,75
40,67.5,MGEN,3.2,Data Analyst H/F,Paris,"Informations sur le poste
Intitulé de l'offre
Data Analyst H/F
Filière MGEN + Métier ou Fonction
Statistiques et actuariat - Statisticien
Type de contrat
Contrat à durée indéterminée",Self-employed,Management & Consulting,Membership Organizations,77,junior,0,0,0,0,0,60,75
41,67.5,Numberly,4.1,Data Analyst Programmatique,Paris,"Description de l'entreprise

L'histoire de Numberly commence en 2000, puis c'est l'entrée en bourse, beaucoup d'investissements tech et R&D, quelques acquisitions, une croissance à deux chiffres, et nous voici.
Marketing Technologist, Numberly est un des acteurs phares du Data Marketing en Europe. Numberly allie passion pour la technologie et goût d’un marketing responsable qui protège la vie privée des consommateurs, tout en aidant les marques à être plus efficaces dans leur compréhension et activation grâce à la maîtrise de la donnée.
Aujourd'hui, nous sommes une équipe soudée de 500 talents accompagnant de grands groupes français et internationaux dans plus de 50 pays.",Company - Public,Media & Communication,Advertising & Public Relations,23,junior,0,0,0,0,0,60,75
42,67.5,INFORMATIS,3.0,Analyste DATA,Nogent-sur-Seine,"INFORMATIS-TS recrute un Analyste DATA. Intégré au service It et encadré par son responsable, vous êtes en charge de :
Vos missions :
Préparation d’un plan de travail de correction des données
Recueillir toutes les données statiques pour L’ERP de l’entreprise
Saisir, mettre à jour, vérifier la cohérence, contrôler la qualité des données
Catégoriser les données afin de les exploiter au mieux
Créer et mettre à jour des manuels de gestion de données
Participer à la création d'un système d'analyse de la qualité des données
Analyser des données simples existantes et rechercher des écarts de données",Company - Private,-1,-1,52,junior,0,0,0,0,0,60,75
